Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,Revenue,Profit,Month Number,Month name
SO17248,2022-02-11,Distributor,USD,5,303,36,6,319.0587609,227.8991149,1914.352565,546.9578758,2,Feb
SO17249,2022-03-25,Distributor,USD,2,186,17,1,165.7085382,118.3632416,165.7085382,47.34529664,3,Mar
SO17250,2022-02-26,Wholesale,USD,11,272,8,5,634.6575826,453.3268447,3173.287913,906.6536895,2,Feb
SO17251,2022-01-19,Online,USD,16,145,11,8,297.05282,212.1805857,2376.42256,678.9778743,1,Jan
SO17252,2022-04-22,Wholesale,USD,18,290,5,7,325.3274961,232.3767829,2277.292472,650.6549921,4,Apr
SO17253,2022-05-26,Distributor,USD,6,82,42,2,532.5598034,380.3998596,1065.119607,304.3198877,5,May
SO17254,2022-01-02,Distributor,USD,1,365,12,1,506.381375,361.7009821,506.381375,144.6803928,1,Jan
SO17255,2022-05-18,Online,USD,17,240,6,2,395.2986794,282.3561996,790.5973588,225.8849597,5,May
SO17256,2022-03-15,Distributor,USD,4,72,8,6,514.5882089,367.5630064,3087.529253,882.1512153,3,Mar
SO17257,2022-04-01,Wholesale,USD,3,260,38,8,642.0327918,458.5948513,5136.262334,1467.503524,4,Apr
SO17258,2022-04-15,Wholesale,USD,19,260,23,9,275.447029,196.7478779,2479.023261,708.2923603,4,Apr
SO17259,2022-02-17,Distributor,USD,18,102,39,10,419.8978599,299.9270428,4198.978599,1199.708171,2,Feb
SO17260,2022-01-31,Wholesale,USD,1,109,1,3,566.6522398,404.7515999,1699.956719,485.7019198,1,Jan
SO17261,2022-05-31,In-Store,USD,23,272,24,1,233.5059823,166.7899874,233.5059823,66.71599495,5,May
SO17262,2022-01-27,In-Store,USD,10,308,43,9,379.2816077,270.9154341,3413.53447,975.2955628,1,Jan
SO17263,2022-01-18,Online,USD,4,164,13,8,592.8816724,423.4869089,4743.05338,1355.158108,1,Jan
SO17264,2022-02-15,Distributor,USD,18,130,39,7,222.4881556,158.9201111,1557.417089,444.9763112,2,Feb
SO17265,2022-03-05,Wholesale,USD,2,43,2,2,365.8861744,261.3472674,731.7723488,209.0778139,3,Mar
SO17266,2022-05-22,Online,USD,18,117,33,6,302.7272133,216.2337238,1816.36328,518.960937,5,May
SO17267,2022-05-22,Distributor,USD,26,158,47,4,487.036311,347.8830793,1948.145244,556.6129268,5,May
SO17268,2022-04-21,Online,USD,3,141,30,9,168.7998748,120.5713391,1519.198873,434.0568209,4,Apr
SO17269,2022-04-04,Distributor,USD,7,125,38,6,262.8741125,187.7672232,1577.244675,450.6413358,4,Apr
SO17270,2022-01-11,Distributor,USD,2,348,47,5,527.2441117,376.6029369,2636.220558,753.2058738,1,Jan
SO17271,2022-03-28,Distributor,USD,25,329,30,4,192.2934771,137.3524837,769.1739085,219.7639738,3,Mar
SO17272,2022-05-27,Wholesale,USD,23,69,21,2,542.8547924,387.7534231,1085.709585,310.2027385,5,May
SO17273,2022-04-24,Wholesale,USD,4,214,22,2,295.4801118,211.0572227,590.9602236,168.8457782,4,Apr
SO17274,2022-03-06,Online,USD,24,192,3,3,597.3638581,426.6884701,1792.091574,512.0261641,3,Mar
SO17275,2022-03-21,In-Store,USD,3,185,20,6,605.3710054,432.407861,3632.226032,1037.778866,3,Mar
SO17276,2022-02-11,Distributor,USD,16,221,16,9,564.5619049,403.2585035,5081.057144,1451.730613,2,Feb
SO17277,2022-03-29,Wholesale,USD,17,324,11,6,580.7896823,414.8497731,3484.738094,995.6394554,3,Mar
SO17278,2022-05-31,Distributor,USD,21,91,33,5,318.3924218,227.4231585,1591.962109,454.8463169,5,May
SO17279,2022-05-15,In-Store,USD,19,265,2,8,337.663488,241.1882057,2701.307904,771.8022582,5,May
SO17280,2022-02-02,Online,USD,6,11,8,2,297.7999356,212.7142397,595.5998712,170.1713918,2,Feb
SO17281,2022-05-25,In-Store,USD,9,219,8,5,206.9791548,147.8422534,1034.895774,295.6845068,5,May
SO17282,2022-03-27,Wholesale,USD,5,129,42,6,578.3633112,413.1166508,3470.179867,991.479962,3,Mar
SO17283,2022-02-27,In-Store,USD,11,335,29,2,263.3829001,188.1306429,526.7658001,150.5045143,2,Feb
SO17284,2022-03-07,Distributor,USD,26,73,8,9,532.9954591,380.7110422,4796.959132,1370.559752,3,Mar
SO17285,2022-03-15,In-Store,USD,6,42,4,1,591.581305,422.558075,591.581305,169.02323,3,Mar
SO17286,2022-03-30,Online,USD,11,365,30,6,287.2406985,205.1719275,1723.444191,492.4126259,3,Mar
SO17287,2022-04-13,Wholesale,USD,6,242,11,1,176.9492245,126.3923032,176.9492245,50.55692129,4,Apr
SO17288,2022-04-13,In-Store,USD,6,64,4,5,289.9510267,207.1078762,1449.755133,414.2157524,4,Apr
SO17289,2022-03-22,Wholesale,USD,18,290,15,7,448.0009791,320.0006994,3136.006854,896.0019583,3,Mar
SO17290,2022-02-21,Online,USD,20,149,7,7,455.3725451,325.2661037,3187.607816,910.7450902,2,Feb
SO17291,2022-01-06,Online,USD,13,126,14,10,585.6310771,418.3079122,5856.310771,1673.231649,1,Jan
SO17292,2022-01-08,In-Store,USD,23,230,18,2,457.9232912,327.0880651,915.8465824,261.6704521,1,Jan
SO17293,2022-02-25,Distributor,USD,15,64,3,2,396.2807187,283.0576562,792.5614375,226.446125,2,Feb
SO17294,2022-02-15,Distributor,USD,20,99,9,8,381.1937267,272.2812333,3049.549813,871.2999466,2,Feb
SO17295,2022-01-10,Online,USD,14,354,26,5,619.4363313,442.4545224,3097.181657,884.9090448,1,Jan
SO17296,2022-03-17,In-Store,USD,21,132,37,6,546.9511321,390.67938,3281.706792,937.6305121,3,Mar
SO17297,2022-04-07,Online,USD,23,160,36,3,184.1163856,131.511704,552.3491569,157.8140448,4,Apr
SO17298,2022-05-01,In-Store,USD,26,137,37,10,477.1791576,340.8422554,4771.791576,1363.369022,5,May
SO17299,2022-05-06,Wholesale,USD,20,88,47,7,575.2527435,410.8948168,4026.769205,1150.505487,5,May
SO17300,2022-04-09,In-Store,USD,17,17,46,5,574.4337802,410.309843,2872.168901,820.619686,4,Apr
SO17301,2022-01-17,In-Store,USD,5,34,37,2,542.1227869,387.2305621,1084.245574,309.7844497,1,Jan
SO17302,2022-05-18,Online,USD,23,179,3,9,211.0469166,150.7477976,1899.422249,542.6920713,5,May
SO17303,2022-01-29,Distributor,USD,24,332,16,4,578.2385779,413.0275556,2312.954312,660.844089,1,Jan
SO17304,2022-04-24,Distributor,USD,21,103,35,7,571.9589431,408.5421022,4003.712602,1143.917886,4,Apr
SO17305,2022-03-25,Wholesale,USD,21,347,22,8,154.3493001,110.2495001,1234.794401,352.7984002,3,Mar
SO17306,2022-03-29,Wholesale,USD,22,189,18,3,180.2113713,128.7224081,540.6341139,154.4668897,3,Mar
SO17307,2022-02-22,In-Store,USD,22,116,23,10,370.4632314,264.6165938,3704.632314,1058.466375,2,Feb
SO17308,2022-05-28,Online,USD,21,300,5,7,217.3809299,155.2720928,1521.66651,434.7618599,5,May
SO17309,2022-01-03,Wholesale,USD,23,106,11,6,269.0454978,192.1753556,1614.272987,461.2208534,1,Jan
SO17310,2022-01-07,Distributor,USD,19,323,38,8,303.4863034,216.775931,2427.890428,693.6829793,1,Jan
SO17311,2022-04-17,Wholesale,USD,3,96,20,7,226.7978588,161.9984706,1587.585011,453.5957175,4,Apr
SO17312,2022-05-23,Distributor,USD,16,34,44,7,596.1487763,425.8205545,4173.041434,1192.297553,5,May
SO17313,2022-02-03,Wholesale,USD,24,136,3,4,416.6767733,297.6262666,1666.707093,476.2020266,2,Feb
SO17314,2022-03-03,Distributor,USD,10,63,29,5,643.0380338,459.3128813,3215.190169,918.6257626,3,Mar
SO17315,2022-05-23,Distributor,USD,5,19,13,5,493.0559977,352.1828555,2465.279988,704.365711,5,May
SO17316,2022-03-10,Online,USD,16,366,31,6,576.8843694,412.0602638,3461.306216,988.9446332,3,Mar
SO17317,2022-02-12,Wholesale,USD,11,28,11,8,265.1899647,189.4214034,2121.519718,606.1484908,2,Feb
SO17318,2022-04-06,Wholesale,USD,15,7,15,8,347.5885473,248.2775338,2780.708379,794.4881082,4,Apr
SO17319,2022-02-16,Online,USD,21,307,31,4,247.3841935,176.7029953,989.5367739,282.7247925,2,Feb
SO17320,2022-03-25,Distributor,USD,13,327,13,2,326.210573,233.0075521,652.4211459,186.4060417,3,Mar
SO17321,2022-04-14,In-Store,USD,23,333,13,4,598.5289809,427.5207007,2394.115924,684.033121,4,Apr
SO17322,2022-03-28,Wholesale,USD,4,95,34,3,227.8686179,162.7632985,683.6058537,195.3159582,3,Mar
SO17323,2022-02-05,Wholesale,USD,11,70,10,2,595.9026244,425.6447317,1191.805249,340.5157854,2,Feb
SO17324,2022-04-22,Online,USD,15,315,32,1,439.8293524,314.1638231,439.8293524,125.6655293,4,Apr
SO17325,2022-03-12,Wholesale,USD,24,57,5,7,412.4004259,294.5717328,2886.802981,824.8008517,3,Mar
SO17326,2022-03-09,In-Store,USD,12,110,15,8,447.3209335,319.5149525,3578.567468,1022.447848,3,Mar
SO17327,2022-01-25,Distributor,USD,7,346,21,10,578.5957265,413.2826618,5785.957265,1653.130647,1,Jan
SO17328,2022-03-20,Distributor,USD,6,86,6,5,196.8498995,140.6070711,984.2494977,281.2141422,3,Mar
SO17329,2022-04-12,Online,USD,24,142,25,8,648.2892238,463.0637313,5186.313791,1481.80394,4,Apr
SO17330,2022-03-08,Distributor,USD,23,286,46,3,342.0532211,244.3237294,1026.159663,293.1884752,3,Mar
SO17331,2022-04-02,Online,USD,2,90,40,6,214.4528187,153.1805848,1286.716912,367.6334035,4,Apr
SO17332,2022-01-26,Distributor,USD,20,135,47,7,448.3667579,320.2619699,3138.567305,896.7335157,1,Jan
SO17333,2022-01-09,In-Store,USD,12,44,46,9,537.7242445,384.0887461,4839.518201,1382.719486,1,Jan
SO17334,2022-04-01,Distributor,USD,21,163,38,2,370.0413719,264.3152657,740.0827439,211.4522125,4,Apr
SO17335,2022-03-15,In-Store,USD,20,335,8,7,164.8587275,117.7562339,1154.011093,329.717455,3,Mar
SO17336,2022-04-19,Wholesale,USD,12,231,39,6,619.2879474,442.3485339,3715.727684,1061.636481,4,Apr
SO17337,2022-01-06,In-Store,USD,13,290,17,6,584.7939278,417.7099485,3508.763567,1002.503876,1,Jan
SO17338,2022-05-27,In-Store,USD,21,110,14,6,177.5825661,126.8446901,1065.495397,304.4272562,5,May
SO17339,2022-04-18,In-Store,USD,20,363,2,6,520.2344125,371.5960089,3121.406475,891.8304214,4,Apr
SO17340,2022-02-12,Distributor,USD,16,255,27,3,344.4130898,246.0093498,1033.239269,295.2112198,2,Feb
SO17341,2022-05-16,Online,USD,12,349,18,7,162.911909,116.3656493,1140.383363,325.8238181,5,May
SO17342,2022-01-01,In-Store,USD,23,367,32,2,297.9983979,212.8559985,595.9967959,170.2847988,1,Jan
SO17343,2022-01-01,Online,USD,2,216,35,7,212.9275909,152.0911364,1490.493136,425.8551818,1,Jan
SO17344,2022-03-16,Wholesale,USD,9,15,6,2,227.761533,162.6868093,455.523066,130.1494474,3,Mar
SO17345,2022-02-08,In-Store,USD,17,267,44,7,246.8326437,176.3090312,1727.828506,493.6652874,2,Feb
SO17346,2022-01-29,Online,USD,7,177,30,5,468.5880007,334.7057148,2342.940003,669.4114295,1,Jan
SO17347,2022-05-27,In-Store,USD,2,354,18,10,563.3533629,402.3952592,5633.533629,1609.581037,5,May
SO17348,2022-02-21,Online,USD,4,264,4,3,222.1504769,158.6789121,666.4514308,190.4146945,2,Feb
SO17349,2022-04-22,Online,USD,4,191,37,9,257.9170327,184.2264519,2321.253294,663.2152268,4,Apr
SO17350,2022-05-19,Distributor,USD,6,313,5,3,577.8311716,412.7365512,1733.493515,495.2838614,5,May
SO17351,2022-03-08,Wholesale,USD,1,308,4,9,434.3848363,310.274883,3909.463526,1116.989579,3,Mar
SO17352,2022-01-21,In-Store,USD,1,139,36,7,639.0230978,456.4450698,4473.161684,1278.046196,1,Jan
SO17353,2022-05-26,Wholesale,USD,15,352,27,8,545.6480471,389.7486051,4365.184377,1247.195536,5,May
SO17354,2022-04-14,In-Store,USD,6,202,25,9,234.8414973,167.7439266,2113.573476,603.8781359,4,Apr
SO17355,2022-01-09,Distributor,USD,17,359,34,6,528.9937518,377.8526799,3173.962511,906.8464317,1,Jan
SO17356,2022-05-01,Wholesale,USD,17,191,21,5,277.5266733,198.2333381,1387.633367,396.4666762,5,May
SO17357,2022-04-20,Online,USD,9,36,47,9,485.3963537,346.7116812,4368.567183,1248.162052,4,Apr
SO17358,2022-03-05,Wholesale,USD,7,260,5,8,468.0694782,334.3353415,3744.555825,1069.873093,3,Mar
SO17359,2022-01-10,Online,USD,24,13,30,9,298.1411081,212.9579344,2683.269973,766.6485637,1,Jan
SO17360,2022-02-27,Distributor,USD,1,5,43,3,189.840708,135.6005057,569.5221241,162.7206069,2,Feb
SO17361,2022-03-08,Distributor,USD,3,322,12,6,208.435939,148.8828136,1250.615634,357.3187526,3,Mar
SO17362,2022-01-25,Distributor,USD,16,299,28,8,539.2556537,385.1826098,4314.04523,1232.584351,1,Jan
SO17363,2022-03-05,In-Store,USD,2,222,34,1,484.9177864,346.3698474,484.9177864,138.547939,3,Mar
SO17364,2022-05-02,In-Store,USD,2,321,11,2,557.7550578,398.3964699,1115.510116,318.7171759,5,May
SO17365,2022-05-13,In-Store,USD,14,305,35,2,453.2097353,323.7212395,906.4194707,258.9769916,5,May
SO17366,2022-05-21,In-Store,USD,17,220,3,3,393.6337277,281.1669483,1180.901183,337.400338,5,May
SO17367,2022-01-20,Distributor,USD,2,210,39,10,282.935176,202.0965543,2829.35176,808.386217,1,Jan
SO17368,2022-05-19,Wholesale,USD,22,98,34,8,199.4980552,142.4986109,1595.984442,455.9955548,5,May
SO17369,2022-01-15,Online,USD,5,9,2,7,537.8452451,384.175175,3764.916715,1075.69049,1,Jan
SO17370,2022-05-13,Wholesale,USD,1,60,3,5,229.3836926,163.8454947,1146.918463,327.6909895,5,May
SO17371,2022-04-28,In-Store,USD,2,250,13,5,631.9657987,451.4041419,3159.828993,902.8082838,4,Apr
SO17372,2022-04-19,In-Store,USD,16,283,12,1,209.8146343,149.8675959,209.8146343,59.94703838,4,Apr
SO17373,2022-04-05,In-Store,USD,20,100,5,2,465.920166,332.8001185,931.8403319,266.2400948,4,Apr
SO17374,2022-04-13,In-Store,USD,1,143,5,4,192.3349553,137.382111,769.3398213,219.8113775,4,Apr
SO17375,2022-03-05,Online,USD,9,132,32,5,624.8339344,446.3099531,3124.169672,892.6199062,3,Mar
SO17376,2022-05-18,Distributor,USD,13,334,36,6,210.2944558,150.2103255,1261.766735,360.5047813,5,May
SO17377,2022-05-27,Distributor,USD,13,212,33,3,151.4780161,108.1985829,454.4340482,129.8382995,5,May
SO17378,2022-01-26,Wholesale,USD,5,207,9,8,195.9194616,139.9424726,1567.355693,447.8159122,1,Jan
SO17379,2022-04-03,Online,USD,6,297,3,6,552.5562456,394.6830326,3315.337474,947.2392782,4,Apr
SO17380,2022-04-03,Online,USD,3,329,1,5,235.9500318,168.535737,1179.750159,337.0714739,4,Apr
SO17381,2022-02-11,In-Store,USD,23,313,6,6,272.2937588,194.495542,1633.762553,466.7893008,2,Feb
SO17382,2022-02-05,In-Store,USD,6,101,36,9,367.3748213,262.4105866,3306.373392,944.6781119,2,Feb
SO17383,2022-04-24,Distributor,USD,16,118,7,2,565.7324029,404.0945735,1131.464806,323.2756588,4,Apr
SO17384,2022-03-09,In-Store,USD,21,246,28,1,242.0448511,172.8891793,242.0448511,69.15567173,3,Mar
SO17385,2022-02-12,In-Store,USD,19,314,6,10,242.3894278,173.1353056,2423.894278,692.5412224,2,Feb
SO17386,2022-05-25,In-Store,USD,6,205,39,8,617.1974334,440.8553095,4937.579467,1410.736991,5,May
SO17387,2022-04-10,Online,USD,9,317,46,3,463.1857093,330.8469352,1389.557128,397.0163223,4,Apr
SO17388,2022-04-24,Online,USD,18,52,9,9,237.171504,169.4082172,2134.543536,609.8695818,4,Apr
SO17389,2022-03-21,Distributor,USD,5,147,8,4,317.7997522,226.999823,1271.199009,363.1997168,3,Mar
SO17390,2022-05-30,In-Store,USD,24,101,17,5,333.8456107,238.4611505,1669.228054,476.9223011,5,May
SO17391,2022-03-05,Online,USD,5,330,34,9,607.853726,434.1812328,5470.683534,1563.052438,3,Mar
SO17392,2022-01-16,Wholesale,USD,6,267,8,1,541.5798075,386.8427197,541.5798075,154.7370879,1,Jan
SO17393,2022-05-07,In-Store,USD,8,299,38,7,320.5877811,228.9912722,2244.114468,641.1755623,5,May
SO17394,2022-02-05,Online,USD,13,281,43,7,207.6927055,148.3519325,1453.848939,415.385411,2,Feb
SO17395,2022-03-07,Online,USD,24,174,36,4,462.9288967,330.6634977,1851.715587,529.0615963,3,Mar
SO17396,2022-01-16,In-Store,USD,2,38,11,5,166.75493,119.1106643,833.7746501,238.2213286,1,Jan
SO17397,2022-05-28,Online,USD,20,233,24,3,492.1105093,351.5075067,1476.331528,421.809008,5,May
SO17398,2022-04-12,Wholesale,USD,6,269,26,10,172.2302338,123.0215956,1722.302338,492.0863823,4,Apr
SO17399,2022-04-26,In-Store,USD,14,200,45,10,259.2491732,185.1779809,2592.491732,740.7119235,4,Apr
SO17400,2022-02-26,Distributor,USD,1,80,22,4,330.2455165,235.8896547,1320.982066,377.4234475,2,Feb
SO17401,2022-04-06,Wholesale,USD,20,205,20,8,467.5345017,333.9532155,3740.276014,1068.65029,4,Apr
SO17402,2022-03-28,Wholesale,USD,23,142,45,4,476.5210007,340.3721434,1906.084003,544.5954294,3,Mar
SO17403,2022-04-18,Online,USD,24,201,16,10,282.9386399,202.0990285,2829.386399,808.3961141,4,Apr
SO17404,2022-05-06,In-Store,USD,8,211,33,7,580.7418137,414.8155812,4065.192696,1161.483627,5,May
SO17405,2022-04-02,Wholesale,USD,6,242,38,6,379.6015186,271.1439418,2277.609111,650.7454604,4,Apr
SO17406,2022-05-07,Online,USD,24,305,40,3,377.9022256,269.9301612,1133.706677,323.9161934,5,May
SO17407,2022-04-06,Online,USD,15,85,41,6,288.2981392,205.9272423,1729.788835,494.2253814,4,Apr
SO17408,2022-02-01,Wholesale,USD,1,267,42,1,559.4037945,399.5741389,559.4037945,159.8296556,2,Feb
SO17409,2022-02-11,Online,USD,8,304,14,1,584.6441404,417.6029574,584.6441404,167.041183,2,Feb
SO17410,2022-04-07,Wholesale,USD,9,258,27,7,466.9386667,333.5276191,3268.570667,933.8773334,4,Apr
SO17411,2022-01-06,Distributor,USD,22,273,22,7,538.945896,384.9613543,3772.621272,1077.891792,1,Jan
SO17412,2022-05-04,Online,USD,1,22,45,8,383.4392838,273.8852027,3067.514271,876.4326488,5,May
SO17413,2022-02-13,Online,USD,26,175,31,5,511.8513932,365.608138,2559.256966,731.2162759,2,Feb
SO17414,2022-02-24,In-Store,USD,7,25,3,5,608.6257464,434.732676,3043.128732,869.465352,2,Feb
SO17415,2022-05-14,In-Store,USD,4,347,23,10,469.2081433,335.1486738,4692.081433,1340.594695,5,May
SO17416,2022-03-23,In-Store,USD,24,291,36,4,152.9320829,109.2372021,611.7283316,174.7795233,3,Mar
SO17417,2022-03-20,In-Store,USD,6,184,39,6,643.784373,459.8459807,3862.706238,1103.630354,3,Mar
SO17418,2022-04-10,Distributor,USD,11,207,42,2,513.842676,367.0304829,1027.685352,293.6243863,4,Apr
SO17419,2022-02-01,In-Store,USD,15,367,7,7,476.7597468,340.5426763,3337.318228,953.5194937,2,Feb
SO17420,2022-01-22,In-Store,USD,5,95,22,9,584.9200945,417.8000675,5264.28085,1504.080243,1,Jan
SO17421,2022-02-13,Wholesale,USD,23,174,47,4,614.1418714,438.6727653,2456.567486,701.8764244,2,Feb
SO17422,2022-05-22,Distributor,USD,7,287,38,7,436.0555812,311.4682723,3052.389068,872.1111624,5,May
SO17423,2022-05-16,Distributor,USD,20,70,19,6,333.5148302,238.2248787,2001.088981,571.7397089,5,May
SO17424,2022-04-21,Distributor,USD,23,150,44,10,265.723448,189.8024629,2657.23448,759.2098515,4,Apr
SO17425,2022-04-27,Distributor,USD,12,38,6,10,436.7760002,311.9828573,4367.760002,1247.931429,4,Apr
SO17426,2022-05-21,Distributor,USD,20,334,10,4,490.2706264,350.1933046,1961.082506,560.3092873,5,May
SO17427,2022-05-02,Online,USD,21,4,5,8,226.7673996,161.976714,1814.139197,518.3254848,5,May
SO17428,2022-03-29,Online,USD,8,214,24,1,543.5226245,388.2304461,543.5226245,155.2921784,3,Mar
SO17429,2022-04-25,Distributor,USD,16,342,31,7,356.9578165,254.969869,2498.704716,713.9156331,4,Apr
SO17430,2022-04-04,Distributor,USD,7,231,5,9,598.2371403,427.3122431,5384.134263,1538.324075,4,Apr
SO17431,2022-01-10,In-Store,USD,22,178,10,2,422.5819693,301.8442638,845.1639386,241.475411,1,Jan
SO17432,2022-01-17,In-Store,USD,1,191,5,3,526.1865814,375.8475581,1578.559744,451.0170697,1,Jan
SO17433,2022-03-26,In-Store,USD,4,109,20,10,326.8929479,233.4949628,3268.929479,933.979851,3,Mar
SO17434,2022-02-24,Wholesale,USD,14,92,14,5,558.9007405,399.2148146,2794.503703,798.4296293,2,Feb
SO17435,2022-04-10,Wholesale,USD,10,272,19,10,553.4341863,395.3101331,5534.341863,1581.240532,4,Apr
SO17436,2022-01-20,Online,USD,6,234,21,7,220.3508778,157.3934841,1542.456144,440.7017555,1,Jan
SO17437,2022-02-07,Distributor,USD,8,191,42,3,608.4872169,434.6337263,1825.461651,521.5604716,2,Feb
SO17438,2022-02-10,Online,USD,10,37,34,5,244.1064588,174.3617563,1220.532294,348.7235125,2,Feb
SO17439,2022-02-13,Distributor,USD,10,315,45,8,534.1014553,381.5010395,4272.811642,1220.803326,2,Feb
SO17440,2022-03-06,Online,USD,1,194,25,6,288.7457993,206.2469995,1732.474796,494.9927988,3,Mar
SO17441,2022-01-11,In-Store,USD,1,140,27,1,497.3622667,355.2587619,497.3622667,142.1035048,1,Jan
SO17442,2022-05-15,Wholesale,USD,2,64,4,6,420.5518659,300.39419,2523.311196,720.9460559,5,May
SO17443,2022-02-28,Online,USD,1,338,38,3,600.8035639,429.1454028,1802.410692,514.9744833,2,Feb
SO17444,2022-03-12,Wholesale,USD,12,271,21,6,429.7744832,306.9817737,2578.646899,736.7562569,3,Mar
SO17445,2022-01-30,Wholesale,USD,24,294,38,8,178.1211857,127.2294184,1424.969486,407.1341388,1,Jan
SO17446,2022-01-11,Online,USD,6,5,37,8,189.9901968,135.7072834,1519.921575,434.263307,1,Jan
SO17447,2022-03-17,Wholesale,USD,9,134,37,8,473.5933076,338.280934,3788.74646,1082.498989,3,Mar
SO17448,2022-03-07,Distributor,USD,9,287,17,6,387.3410432,276.6721737,2324.046259,664.013217,3,Mar
SO17449,2022-04-03,Online,USD,25,295,28,8,199.8641326,142.7600947,1598.913061,456.832303,4,Apr
SO17450,2022-01-13,Wholesale,USD,4,313,2,5,566.6834754,404.773911,2833.417377,809.547822,1,Jan
SO17451,2022-05-09,Distributor,USD,16,200,18,8,647.9971145,462.8550818,5183.976916,1481.136262,5,May
SO17452,2022-03-15,Wholesale,USD,17,147,38,9,584.9286947,417.8062105,5264.358253,1504.102358,3,Mar
SO17453,2022-03-03,Online,USD,23,266,43,4,575.9539613,411.3956867,2303.815845,658.2330986,3,Mar
SO17454,2022-01-07,Wholesale,USD,1,4,13,1,164.1056396,117.218314,164.1056396,46.88732559,1,Jan
SO17455,2022-01-22,In-Store,USD,6,208,16,7,304.9056707,217.7897648,2134.339695,609.8113414,1,Jan
SO17456,2022-02-15,Distributor,USD,26,32,10,9,379.9278796,271.3770568,3419.350916,976.9574046,2,Feb
SO17457,2022-01-24,Online,USD,13,238,6,3,510.0318462,364.3084616,1530.095539,437.1701539,1,Jan
SO17458,2022-03-24,In-Store,USD,19,195,35,2,525.8956665,375.6397618,1051.791333,300.5118094,3,Mar
SO17459,2022-04-13,In-Store,USD,22,136,44,2,355.7145451,254.0818179,711.4290901,203.2654543,4,Apr
SO17460,2022-04-29,Online,USD,7,310,28,5,451.2143912,322.2959937,2256.071956,644.5919875,4,Apr
SO17461,2022-04-06,Wholesale,USD,12,49,30,9,251.2829069,179.4877907,2261.546163,646.1560464,4,Apr
SO17462,2022-03-23,Wholesale,USD,14,25,22,10,560.0606972,400.0433551,5600.606972,1600.173421,3,Mar
SO17463,2022-04-11,In-Store,USD,16,17,11,3,600.7148142,429.0820102,1802.144443,514.8984122,4,Apr
SO17464,2022-01-25,Online,USD,24,75,31,8,301.9774997,215.6982141,2415.819998,690.2342851,1,Jan
SO17465,2022-04-30,Online,USD,6,52,44,1,569.9518334,407.1084524,569.9518334,162.843381,4,Apr
SO17466,2022-03-15,Distributor,USD,10,12,15,10,617.4291619,441.0208299,6174.291619,1764.08332,3,Mar
SO17467,2022-04-29,Wholesale,USD,19,156,28,9,519.7336877,371.2383484,4677.603189,1336.458054,4,Apr
SO17468,2022-01-25,Online,USD,24,180,47,5,396.7980766,283.4271976,1983.990383,566.8543952,1,Jan
SO17469,2022-05-25,Online,USD,8,96,36,7,354.1085109,252.9346507,2478.759576,708.2170218,5,May
SO17470,2022-04-23,Online,USD,5,361,22,9,182.3539048,130.2527892,1641.185144,468.910041,4,Apr
SO17471,2022-01-07,Distributor,USD,12,330,30,8,188.0251327,134.3036662,1504.201062,429.7717319,1,Jan
SO17472,2022-04-01,In-Store,USD,13,125,33,1,415.9767201,297.1262286,415.9767201,118.8504915,4,Apr
SO17473,2022-02-10,Wholesale,USD,15,54,23,10,343.663645,245.4740321,3436.63645,981.8961285,2,Feb
SO17474,2022-01-30,Online,USD,16,97,46,6,197.6653093,141.1895066,1185.991856,338.854816,1,Jan
SO17475,2022-05-06,Distributor,USD,25,184,9,7,315.4104994,225.2932139,2207.873496,630.8209988,5,May
SO17476,2022-01-17,In-Store,USD,22,171,47,5,641.1118798,457.937057,3205.559399,915.874114,1,Jan
SO17477,2022-02-28,Online,USD,1,85,45,1,476.6343865,340.4531332,476.6343865,136.1812533,2,Feb
SO17478,2022-01-23,Distributor,USD,21,327,35,6,504.8744227,360.6245876,3029.246536,865.4990103,1,Jan
SO17479,2022-02-09,Online,USD,21,86,33,4,406.6691456,290.4779612,1626.676583,464.7647379,2,Feb
SO17480,2022-01-25,Online,USD,3,244,17,8,459.9279821,328.5199872,3679.423857,1051.263959,1,Jan
SO17481,2022-03-10,In-Store,USD,23,246,16,3,366.6599566,261.899969,1099.97987,314.2799628,3,Mar
SO17482,2022-03-17,Distributor,USD,17,258,25,9,415.6260813,296.8757724,3740.634732,1068.752781,3,Mar
SO17483,2022-04-23,Distributor,USD,14,240,39,7,554.1790622,395.8421873,3879.253435,1108.358124,4,Apr
SO17484,2022-02-20,In-Store,USD,17,36,34,6,503.3535547,359.5382534,3020.121328,862.8918081,2,Feb
SO17485,2022-02-16,In-Store,USD,14,204,16,8,406.7672719,290.5480514,3254.138175,929.7537644,2,Feb
SO17486,2022-01-14,Distributor,USD,1,273,25,7,410.4020358,293.1443113,2872.814251,820.8040717,1,Jan
SO17487,2022-05-04,In-Store,USD,8,251,8,9,349.8074976,249.8624983,3148.267478,899.5049937,5,May
SO17488,2022-05-06,In-Store,USD,15,291,2,9,398.8493521,284.8923944,3589.644169,1025.61262,5,May
SO17489,2022-05-15,Wholesale,USD,7,132,32,6,493.3865692,352.418978,2960.319415,845.8055472,5,May
SO17490,2022-02-24,In-Store,USD,18,333,39,3,455.4740757,325.3386255,1366.422227,390.4063506,2,Feb
SO17491,2022-02-04,In-Store,USD,6,260,19,10,427.0515831,305.0368451,4270.515831,1220.14738,2,Feb
